Format,LMUTelemetry v2
Version,1
Player,Dean Davids
TrackName,Bahrain International Circuit
CarName,Toyota Gazoo Racing 2025 #7:LM
SessionUTC,2025-11-19T13:44:30Z
LapTime [s],0.000
TrackLen [m],0.00
GameVersion,1.0
Event,Practice

LapDistance [m],LapTime [s],Sector [int],Speed [km/h],EngineRevs [rpm],ThrottlePercentage [%],BrakePercentage [%],Steer [%],Gear [int],X [m],Y [m],Z [m]
360.382,0.000,0,15.99,2152.00,41.81,0.00,1.82,1,-168.49,8.09,87.66
360.382,0.000,0,16.35,2152.78,41.58,0.00,3.14,1,-168.58,8.09,87.66
360.382,0.000,0,16.35,2152.78,41.58,0.00,3.14,1,-168.58,8.09,87.66
360.382,0.000,0,16.71,2153.58,41.40,0.00,4.48,1,-168.68,8.09,87.66
360.382,0.000,0,16.71,2153.58,41.40,0.00,4.48,1,-168.68,8.09,87.66
360.382,0.000,0,17.10,2154.23,41.27,0.00,5.83,1,-168.77,8.09,87.67
360.382,0.000,0,17.46,2154.63,41.18,0.00,7.19,1,-168.86,8.09,87.67
360.382,0.000,0,17.46,2154.63,41.18,0.00,7.19,1,-168.86,8.09,87.67
360.382,0.000,0,17.83,2155.35,40.94,0.00,8.57,1,-168.96,8.09,87.68
360.382,0.000,0,17.83,2155.35,40.94,0.00,8.57,1,-168.96,8.09,87.68
360.382,0.000,0,18.20,2156.50,40.63,0.00,10.01,1,-169.06,8.09,87.68
360.382,0.000,0,18.54,2157.78,40.32,0.00,11.46,1,-169.16,8.09,87.69
360.382,0.000,0,18.54,2157.78,40.32,0.00,11.46,1,-169.16,8.09,87.69
360.382,0.000,0,18.94,2158.93,40.05,0.00,12.91,1,-169.27,8.08,87.69
360.382,0.000,0,18.94,2158.93,40.05,0.00,12.91,1,-169.27,8.08,87.69
360.382,0.000,0,19.30,2160.50,39.58,0.00,14.35,1,-169.37,8.08,87.70
360.385,0.000,0,19.66,2163.59,38.59,0.00,15.85,1,-169.48,8.08,87.71
360.385,0.000,0,19.66,2163.59,38.59,0.00,15.85,1,-169.48,8.08,87.71
