Format,LMUTelemetry v2
Version,1
Player,Dean Davids
TrackName,Algarve International Circuit
CarName,The Bend Team WRT 2025 #31:LM
SessionUTC,2025-11-19T13:40:08Z
LapTime [s],135.934723
TrackLen [m],0.00
GameVersion,1.0
Event,Practice

LapDistance [m],LapTime [s],Sector [int],Speed [km/h],EngineRevs [rpm],ThrottlePercentage [%],BrakePercentage [%],Steer [%],Gear [int],X [m],Y [m],Z [m]
2.250,135.935,0,248.02,6835.98,100.00,0.00,-0.04,5,-171.30,-8.80,57.80
16.051,135.935,0,249.25,6880.32,100.00,0.00,0.03,5,-178.20,-8.81,81.68
16.051,135.935,0,249.25,6880.32,100.00,0.00,0.03,5,-178.20,-8.81,81.68
16.051,135.935,0,249.32,6876.72,100.00,0.00,0.04,5,-178.58,-8.81,83.01
29.880,135.935,0,249.39,6871.89,100.00,0.00,0.06,5,-178.96,-8.81,84.35
29.880,135.935,0,249.39,6871.89,100.00,0.00,0.06,5,-178.96,-8.81,84.35
29.880,135.935,0,249.45,6883.62,100.00,0.00,0.07,5,-179.35,-8.81,85.68
29.880,135.935,0,249.45,6883.62,100.00,0.00,0.07,5,-179.35,-8.81,85.68
29.880,135.935,0,249.53,6875.53,100.00,0.00,0.07,5,-179.73,-8.80,87.01
29.880,135.935,0,249.59,6877.79,100.00,0.00,0.07,5,-180.12,-8.80,88.34
29.880,135.935,0,249.59,6877.79,100.00,0.00,0.07,5,-180.12,-8.80,88.34
29.880,135.935,0,249.65,6888.74,100.00,0.00,0.05,5,-180.50,-8.80,89.67
29.880,135.935,0,249.73,6879.60,100.00,0.00,0.04,5,-180.88,-8.81,91.01
29.880,135.935,0,249.73,6879.60,100.00,0.00,0.04,5,-180.88,-8.81,91.01
29.880,135.935,0,249.79,6883.58,100.00,0.00,0.03,5,-181.27,-8.81,92.34
29.880,135.935,0,249.79,6883.58,100.00,0.00,0.03,5,-181.27,-8.81,92.34
29.880,135.935,0,249.85,6892.49,100.00,0.00,-0.00,5,-181.65,-8.81,93.67
29.880,135.935,0,249.92,6886.42,100.00,0.00,-0.03,5,-182.04,-8.81,95.01
29.880,135.935,0,249.92,6886.42,100.00,0.00,-0.03,5,-182.04,-8.81,95.01
29.880,135.935,0,249.98,6896.19,100.00,0.00,-0.04,5,-182.42,-8.81,96.34
43.734,135.935,0,250.04,6903.43,100.00,0.00,-0.04,5,-182.80,-8.81,97.68
43.734,135.935,0,250.04,6903.43,100.00,0.00,-0.04,5,-182.80,-8.81,97.68
43.734,135.935,0,250.11,6898.65,100.00,0.00,-0.08,5,-183.19,-8.81,99.01
43.734,135.935,0,250.11,6898.65,100.00,0.00,-0.08,5,-183.19,-8.81,99.01
43.734,135.935,0,250.16,6912.71,100.00,0.00,-0.09,5,-183.57,-8.81,100.35
43.734,135.935,0,250.24,6906.65,100.00,0.00,-0.11,5,-183.96,-8.81,101.68
43.734,135.935,0,250.24,6906.65,100.00,0.00,-0.11,5,-183.96,-8.81,101.68
43.734,135.935,0,250.31,6899.79,100.00,0.00,-0.12,5,-184.34,-8.81,103.02
43.734,135.935,0,250.31,6899.79,100.00,0.00,-0.12,5,-184.34,-8.81,103.02
43.734,135.935,0,250.37,6905.92,100.00,0.00,-0.13,5,-184.72,-8.81,104.36
43.734,135.935,0,250.45,6900.76,100.00,0.00,-0.15,5,-185.11,-8.81,105.69
43.734,135.935,0,250.45,6900.76,100.00,0.00,-0.15,5,-185.11,-8.81,105.69
43.734,135.935,0,250.51,6902.47,100.00,0.00,-0.16,5,-185.49,-8.81,107.03
43.734,135.935,0,250.57,6910.62,100.00,0.00,-0.16,5,-185.88,-8.81,108.37
43.734,135.935,0,250.57,6910.62,100.00,0.00,-0.16,5,-185.88,-8.81,108.37
43.734,135.935,0,250.64,6904.35,100.00,0.00,-0.18,5,-186.27,-8.81,109.71
43.734,135.935,0,250.64,6904.35,100.00,0.00,-0.18,5,-186.27,-8.81,109.71
57.635,135.935,0,250.70,6909.59,100.00,0.00,-0.19,5,-186.65,-8.81,111.04
57.635,135.935,0,250.76,6917.28,100.00,0.00,-0.19,5,-187.04,-8.81,112.38
57.635,135.935,0,250.76,6917.28,100.00,0.00,-0.19,5,-187.04,-8.81,112.38
57.635,135.935,0,250.83,6911.62,100.00,0.00,-0.20,5,-187.42,-8.81,113.72
57.635,135.935,0,250.83,6911.62,100.00,0.00,-0.20,5,-187.42,-8.81,113.72
57.635,135.935,0,250.88,6923.77,100.00,0.00,-0.19,5,-187.81,-8.81,115.06
57.635,135.935,0,250.94,6929.31,100.00,0.00,-0.18,5,-188.20,-8.81,116.40
57.635,135.935,0,250.94,6929.31,100.00,0.00,-0.18,5,-188.20,-8.81,116.40
57.635,135.935,0,251.01,6925.90,100.00,0.00,-0.18,5,-188.58,-8.81,117.74
57.635,135.935,0,251.01,6925.90,100.00,0.00,-0.18,5,-188.58,-8.81,117.74
57.635,135.935,0,251.05,6868.18,0.00,0.00,-0.20,0,-188.97,-8.81,119.08
57.635,135.935,0,250.88,6609.55,0.00,0.00,-0.18,0,-189.36,-8.81,120.42
57.635,135.935,0,250.88,6609.55,0.00,0.00,-0.18,0,-189.36,-8.81,120.42
57.635,135.935,0,250.73,6382.04,0.00,0.00,-0.19,6,-189.74,-8.81,121.76
57.635,135.935,0,250.73,6382.04,0.00,0.00,-0.19,6,-189.74,-8.81,121.76
57.635,135.935,0,250.75,6064.39,100.00,0.00,-0.19,6,-190.13,-8.80,123.09
71.572,135.935,0,250.83,6057.63,100.00,0.00,-0.19,6,-190.52,-8.80,124.43
71.572,135.935,0,250.83,6057.63,100.00,0.00,-0.19,6,-190.52,-8.80,124.43
71.572,135.935,0,250.90,6059.66,100.00,0.00,-0.20,6,-190.91,-8.80,125.77
71.572,135.935,0,250.97,6062.39,100.00,0.00,-0.21,6,-191.29,-8.80,127.11
71.572,135.935,0,250.97,6062.39,100.00,0.00,-0.21,6,-191.29,-8.80,127.11
71.572,135.935,0,251.04,6059.71,100.00,0.00,-0.21,6,-191.68,-8.80,128.45
71.572,135.935,0,251.04,6059.71,100.00,0.00,-0.21,6,-191.68,-8.80,128.45
71.572,135.935,0,251.10,6065.92,100.00,0.00,-0.22,6,-192.07,-8.81,129.79
71.572,135.935,0,251.16,6069.54,100.00,0.00,-0.21,6,-192.46,-8.81,131.13
71.572,135.935,0,251.16,6069.54,100.00,0.00,-0.21,6,-192.46,-8.81,131.13
71.572,135.935,0,251.23,6063.79,100.00,0.00,-0.21,6,-192.85,-8.81,132.47
71.572,135.935,0,251.23,6063.79,100.00,0.00,-0.21,6,-192.85,-8.81,132.47
71.572,135.935,0,251.28,6075.56,100.00,0.00,-0.22,6,-193.24,-8.82,133.81
71.572,135.935,0,251.28,6075.56,100.00,0.00,-0.22,6,-193.24,-8.82,133.81
71.572,135.935,0,251.35,6074.32,100.00,0.00,-0.21,6,-193.62,-8.82,135.15
71.572,135.935,0,251.41,6073.46,100.00,0.00,-0.20,6,-194.01,-8.82,136.49
71.572,135.935,0,251.41,6073.46,100.00,0.00,-0.20,6,-194.01,-8.82,136.49
85.535,135.935,0,251.46,6090.32,100.00,0.00,-0.22,6,-194.40,-8.83,137.83
85.535,135.935,0,251.46,6090.32,100.00,0.00,-0.22,6,-194.40,-8.83,137.83
85.535,135.935,0,251.53,6089.68,100.00,0.00,-0.22,6,-194.79,-8.83,139.18
85.535,135.935,0,251.60,6086.08,100.00,0.00,-0.23,6,-195.18,-8.83,140.52
85.535,135.935,0,251.60,6086.08,100.00,0.00,-0.23,6,-195.18,-8.83,140.52
85.535,135.935,0,251.65,6092.06,100.00,0.00,-0.25,6,-195.57,-8.83,141.86
85.535,135.935,0,251.74,6082.66,100.00,0.00,-0.25,6,-195.96,-8.83,143.20
85.535,135.935,0,251.74,6082.66,100.00,0.00,-0.25,6,-195.96,-8.83,143.20
85.535,135.935,0,251.79,6085.09,100.00,0.00,-0.31,6,-196.35,-8.83,144.55
85.535,135.935,0,251.79,6085.09,100.00,0.00,-0.31,6,-196.35,-8.83,144.55
85.535,135.935,0,251.86,6088.21,100.00,0.00,-0.32,6,-196.75,-8.82,145.89
85.535,135.935,0,251.93,6082.94,100.00,0.00,-0.34,6,-197.14,-8.82,147.23
85.535,135.935,0,251.93,6082.94,100.00,0.00,-0.34,6,-197.14,-8.82,147.23
85.535,135.935,0,251.99,6090.04,100.00,0.00,-0.39,6,-197.53,-8.82,148.58
85.535,135.935,0,251.99,6090.04,100.00,0.00,-0.39,6,-197.53,-8.82,148.58
85.535,135.935,0,252.05,6095.22,100.00,0.00,-0.39,6,-197.92,-8.82,149.92
99.532,135.935,0,252.12,6088.26,100.00,0.00,-0.40,6,-198.31,-8.82,151.27
99.532,135.935,0,252.12,6088.26,100.00,0.00,-0.40,6,-198.31,-8.82,151.27
99.532,135.935,0,252.17,6098.06,100.00,0.00,-0.39,6,-198.71,-8.83,152.61
99.532,135.935,0,252.23,6098.05,100.00,0.00,-0.37,6,-199.10,-8.83,153.96
99.532,135.935,0,252.23,6098.05,100.00,0.00,-0.37,6,-199.10,-8.83,153.96
99.532,135.935,0,252.30,6094.76,100.00,0.00,-0.33,6,-199.49,-8.83,155.30
99.532,135.935,0,252.35,6108.58,100.00,0.00,-0.33,6,-199.89,-8.83,156.65
99.532,135.935,0,252.35,6108.58,100.00,0.00,-0.33,6,-199.89,-8.83,156.65
99.532,135.935,0,252.42,6102.75,100.00,0.00,-0.31,6,-200.28,-8.83,157.99
99.532,135.935,0,252.42,6102.75,100.00,0.00,-0.31,6,-200.28,-8.83,157.99
99.532,135.935,0,252.49,6101.04,100.00,0.00,-0.28,6,-200.68,-8.83,159.34
99.532,135.935,0,252.53,6109.68,100.00,0.00,-0.26,6,-201.07,-8.83,160.68
99.532,135.935,0,252.53,6109.68,100.00,0.00,-0.26,6,-201.07,-8.83,160.68
99.532,135.935,0,252.61,6102.65,100.00,0.00,-0.25,6,-201.47,-8.83,162.03
99.532,135.935,0,252.61,6102.65,100.00,0.00,-0.25,6,-201.47,-8.83,162.03
